"ID;""TAG"";""RAW"";""TOKENS"";""NSW_TOKEN_INDEX"";""GOLD""",,,,,,,,,
"642;""MONEY"";""His 1932 transfer from Tigre to River Plate cost £23k","[6] and the record would last for 17 years (the longest the record has lasted) until it was broken by Manchester United's sale of Johnny Morris to Derby County for £24k in March 1949"";""43"";""39"";""""",,,,,
"643;""MONEY"";""In 1968", Pietro Anastasi became the first £500k player when Juventus purchased him from Varese,"[6] which was followed seven years later with Giuseppe Savoldi becoming the first million pound player when he transferred from Bologna to Napoli."";""37"";""7"";""""",,,,
"644;""MONEY"";""His transfers from Boca Juniors to Barcelona for £3m", and then to Napoli for £5m," both broke the record in 1982 and 1984 respectively"";""24"";""8"";""""",,,,
"645;""MONEY"";""His transfers from Boca Juniors to Barcelona for £3m", and then to Napoli for £5m," both broke the record in 1982 and 1984 respectively"";""24"";""14"";""""",,,,
"646;""MONEY"";""The second became Ronaldo with his record-breaking move from PSV Eindhoven to Barcelona in 1996 for £13.2m"";""17"";""16"";""""",,,,,,
"647;""MONEY"";""A year later Inter Milan paid £19.5m for Ronaldo and again he became the player with the highest transfer fee."";""20"";""6"";""""",,,,,,
"648;""MONEY"";""Almost immediately"," rivals Juventus topped that with the signing of Gianluca Vialli for a fee of £12m from Sampdoria"";""19"";""16"";""""",,,,,
"649;""MONEY"";""Milan then completed the signing of Gianluigi Lentini for a fee of £13m which stood as the record for three years"";""21"";""12"";""""",,,,,,
"650;""MONEY"";""The 1996 transfer of Alan Shearer from Blackburn Rovers to Newcastle United", for a fee of £15m,"[7] kickstarted a year-by-year succession of record breaking transfers"";""25"";""16"";""""",,,,
"651;""MONEY"";""Ronaldo moved the following year to Inter Milan from FC Barcelona for a fee of £17m","[8] which was followed in 1998 by the shock transfer of his fellow countryman Denílson from São Paulo to Real Betis for a fee of approximately £21m"";""42"";""15"";""""",,,,,
"652;""MONEY"";""Ronaldo moved the following year to Inter Milan from FC Barcelona for a fee of £17m","[8] which was followed in 1998 by the shock transfer of his fellow countryman Denílson from São Paulo to Real Betis for a fee of approximately £21m"";""42"";""41"";""""",,,,,
"653;""MONEY"";""In 1999 and 2000", Italian clubs returned to their record-breaking ways, with Christian Vieri transferring from Lazio to Inter Milan for £28m,"[10] while Hernán Crespo's transfer from Parma to Lazio ensured he became the first player to cost more than £30m"";""41"";""21"";""""",,,
"654;""MONEY"";""In 1999 and 2000", Italian clubs returned to their record-breaking ways, with Christian Vieri transferring from Lazio to Inter Milan for £28m,"[10] while Hernán Crespo's transfer from Parma to Lazio ensured he became the first player to cost more than £30m"";""41"";""40"";""""",,,
"655;""MONEY"";""It took two weeks for the record to be broken when Luís Figo made a controversial £37m move from Barcelona to rivals Real Madrid"";""24"";""16"";""""",,,,,,
"656;""MONEY"";""Real Madrid then held the record until 2016"," when Manchester United signed Paul Pogba for £89m"";""16"";""15"";""""",,,
"657;""MONEY"";""The players that previously broke the record were Zinedine Zidane in 2001 when signed for £46m from Juventus",[4] Cristiano Ronaldo, who signed for £80m from Manchester United in 2009,[4] and Gareth Bale in 2013," who became the first player to cost €100m when he transferred from Tottenham Hotspur"";""48"";""15"";"""""
"658;""MONEY"";""The players that previously broke the record were Zinedine Zidane in 2001 when signed for £46m from Juventus",[4] Cristiano Ronaldo, who signed for £80m from Manchester United in 2009,[4] and Gareth Bale in 2013," who became the first player to cost €100m when he transferred from Tottenham Hotspur"";""48"";""23"";"""""
"659;""MONEY"";""The players that previously broke the record were Zinedine Zidane in 2001 when signed for £46m from Juventus",[4] Cristiano Ronaldo, who signed for £80m from Manchester United in 2009,[4] and Gareth Bale in 2013," who became the first player to cost €100m when he transferred from Tottenham Hotspur"";""48"";""41"";"""""
"660;""MONEY"";""The Juventus FC web site reported the total fee was exactly 150 billion lira"";""14"";""11"";""""",,,,
"661;""MONEY"";""The Juventus FC financial statement for 2002 describes this as approximately €75m"";""12"";""11"";""""",,,,
"662;""MONEY"";""Using the official base exchange rate for lira to pounds for that time (9 July 2001)", this is exactly £46,589,"576.90"";""20"";""19"";""""",
"663;""MONEY"";""in pounds sterling"," reported in Britain variously between £46m and £47m at the time"";""14"";""8"";""""",,,
"664;""MONEY"";""n pounds sterling"," reported in Britain variously between £46m and £47m at the time"";""14"";""10"";""""",,,
"665;""MONEY"";""Zidane's fee in 2001 was 150 billion lira"," then equivalent to €77.5m"";""12"";""11"";""""",,,
"666;""MONEY"";""This appears to be 30% larger than Figo's €60m fee"";""10"";""8"";""""",,,,
"667;""MONEY"";""Kaká's transfer fee of €65m was eight years later in 2009"";""11"";""4"";""""",,,,
"668;""MONEY"";""Conversion by British journalists; the actual offer was made and concluded at €94m"";""13"";""12"";""""",,,,
"669;""MONEY"";""The Gareth Bale transfer was for exactly €100m"";""8"";""7"";""""",,,,
"670;""MONEY"";""This was converted from euros to pounds by the British media"," where it was widely reported as £85.3m"";""18"";""17"";""""",,,
"671;""MONEY"";""This costs £145.50 a year"";""5"";""2"";""""",,,,
"672;""MONEY"";""You can pay for it yearly", but if you choose to pay quarterly," it will cost an additional £5."";""19"";""18"";"""""
"673;""PRCT"";""For example"," 45% (read as \""forty-five percent\"") is equal to  45⁄100"";""11"";""2"";""""",
"674;""PRCT"";""If 50% of the total number of students in the class are male"," that means that 50 out of every 100 students are male"";""24"";""1"";""""",
"675;""PRCT"";""Expressed as a percentage"," this is a 6% increase."";""9"";""7"";""""",
"676;""PRCT"";""it is common to refer to 111% or −35%"";""9"";""6"";""""",,
"677;""PRCT"";""it is common to refer to 111% or −35%"";""9"";""8"";""""",,
"678;""PRCT"";""For example"," 50% of 40%"";""5"";""2"";""""",
"679;""PRCT"";""For example"," 50% of 40%"";""5"";""4"";""""",
"680;""PRCT"";""what is the total that corresponds to 100%"";""8"";""7"";""""",,
"681;""PRCT"";""We know that 60% of all students are female"," and among these 5% are computer science majors"";""17"";""3"";""""",
"682;""PRCT"";""We know that 60% of all students are female"," and among these 5% are computer science majors"";""17"";""12"";""""",
"683;""PRCT"";""3% of all students are female computer science majors."";""9"";""0"";""""",,
"684;""PRCT"";""Dividing this by the 10% of all students that are computer science majors"," we arrive at the answer"";""18"";""4"";""""",
"685;""PRCT"";""For example"," if an item is initially priced at $200 and the price rises 10% (an increase of $20)"";""19"";""14"";""""",
"686;""PRCT"";""Note that this final price is 110% of the initial price (100% + 10% = 110%)."";""16"";""6"";""""",,
"687;""PRCT"";""Note that this final price is 110% of the initial price (100% + 10% = 110%)."";""16"";""11"";""""",,
"688;""PRCT"";""Note that this final price is 110% of the initial price (100% + 10% = 110%)."";""16"";""13"";"""""
"689;""PRCT"";""Note that this final price is 110% of the initial price (100% + 10% = 110%)."";""16"";""15"";"""""
"690;""PRCT"";""An increase of 100% in a quantity means that the final amount is 200% of the initial amount (100% of initial + 100% of increase = 200% of initial)"";""29"";""3"";"""""
"691;""PRCT"";""An increase of 100% in a quantity means that the final amount is 200% of the initial amount (100% of initial + 100% of increase = 200% of initial)"";""29"";""13"";"""""
"692;""PRCT"";""An increase of 100% in a quantity means that the final amount is 200% of the initial amount (100% of initial + 100% of increase = 200% of initial)"";""29"";""18"";"""""
"693;""PRCT"";""An increase of 100% in a quantity means that the final amount is 200% of the initial amount (100% of initial + 100% of increase = 200% of initial)"";""29"";""22"";"""""
"694;""PRCT"";""An increase of 100% in a quantity means that the final amount is 200% of the initial amount (100% of initial + 100% of increase = 200% of initial)"";""29"";""26"";"""""
"695;""PRCT"";""An increase of 800% means the final amount is 9 times the original (100% + 800% = 900% = 9 times as large)"";""23"";""3"";"""""
"696;""PRCT"";""An increase of 800% means the final amount is 9 times the original (100% + 800% = 900% = 9 times as large)"";""23"";""13"";"""""
"697;""PRCT"";""An increase of 800% means the final amount is 9 times the original (100% + 800% = 900% = 9 times as large)"";""23"";""15"";"""""
"698;""PRCT"";""An increase of 800% means the final amount is 9 times the original (100% + 800% = 900% = 9 times as large)"";""23"";""17"";"""""
"699;""PRCT"";""A decrease of 60% means the final amount is 40% of the original (100% – 60% = 40%)"";""18"";""3"";"""""
"700;""PRCT"";""A decrease of 60% means the final amount is 40% of the original (100% – 60% = 40%)"";""18"";""9"";"""""
"701;""PRCT"";""A decrease of 60% means the final amount is 40% of the original (100% – 60% = 40%)"";""18"";""13"";"""""
"702;""PRCT"";""A decrease of 60% means the final amount is 40% of the original (100% – 60% = 40%)"";""18"";""15"";"""""
"703;""PRCT"";""A decrease of 60% means the final amount is 40% of the original (100% – 60% = 40%)"";""18"";""17"";"""""
"704;""PRCT"";""A decrease of 100% means the final amount is zero"";""10"";""3"";"""""
"705;""NSCI"";""350 can be written as 3.5×102 or 35×101 or 350×100"";""10"";""5"";"""""
"706;""NSCI"";""350 can be written as 3.5×102 or 35×101 or 350×100"";""10"";""7"";"""""
"707;""NSCI"";""350 can be written as 3.5×102 or 35×101 or 350×100"";""10"";""9"";"""""
"708;""NSCI"";""1.2304 × 10^6"";""3"";""2"";"""""
"709;""NSCI"";""1.6e-35"";""1"";""0"";"""""
"710;""NSCI"";""6.022e23"";""1"";""0"";"""""
"711;""NSCI"";""6.022E23"";""1"";""0"";"""""
"712;""NSCI"";""5.9724×10^24 kg"";""2"";""0"";"""""
"713;""NSCI"";""10^−27"";""1"";""0"";"""""
"714;""NSCI"";""−4.0321×10−3"";""1"";""0"";"""""
"715;""NSCI"";""1.234×10^3"";""1"";""0"";"""""
"716;""NSCI"";""1.001E11"";""1"";""0"";"""""
"717;""NSCI"";""1.125B3"";""1"";""0"";"""""
"718;""NSCI"";""2×10^0"";""1"";""0"";"""""
"719;""NSCI"";""3×10^2"";""1"";""0"";"""""
"720;""NSCI"";""4.321768×10^3"";""1"";""0"";"""""
"721;""NSCI"";""6.72×109"";""1"";""0"";"""""
"722;""NSCI"";""−5.3×10^4"";""1"";""0"";"""""
"723;""NSCI"";""2×10^−1"";""1"";""0"";"""""
"724;""NSCI"";""7.51×10^−9"";""1"";""0"";"""""
"725;""NSCI"";""7×10^2"";""1"";""0"";"""""
"726;""NSCI"";""4.9×10^9"";""1"";""0"";"""""
"727;""NSCI"";""6E+5"";""1"";""0"";"""""
"728;""NSCI"";""3.12E4"";""1"";""0"";"""""
"729;""NSCI"";""5.5×10^-3"";""1"";""0"";"""""
"730;""NSCI"";""1.3×10^-9"";""1"";""0"";"""""
"731;""NSCI"";""2.56×10^-6"";""1"";""0"";"""""
"732;""NSCI"";""1.4×10^-7"";""1"";""0"";"""""
"733;""NSCI"";""2.75×10^-4"";""1"";""0"";"""""
"734;""NSCI"";""9.856×10^-17"";""1"";""0"";"""""
"735;""NSCI"";""1.988×10^30"";""1"";""0"";"""""
"736;""NSCI"";""2.7×10^3"";""1"";""0"";"""""
"737;""NSCI"";""2.7×10^6"";""1"";""0"";"""""
"738;""NSCI"";""120×10^-6"";""1"";""0"";"""""
"739;""NSCI"";""19.3×10^3"";""1"";""0"";"""""
"740;""NSCI"";""120×10^-6"";""1"";""0"";"""""
"741;""NSCI"";""1.23x10^11"";""1"";""0"";"""""
"742;""NSCI"";""1.23E+11"";""1"";""0"";"""""
"743;""NSCI"";""1.23X10^11"";""1"";""0"";"""""
"744;""NSCI"";""1.0E-6"";""1"";""0"";"""""
"745;""NSCI"";""3.12x10^11"";""1"";""0"";"""""
"746;""NSCI"";""3.1x10^-7"";""1"";""0"";"""""
"747;""NSCI"";""1.3×10^6"";""1"";""0"";"""""
"748;""NSCI"";""1.2×10^14"";""1"";""0"";"""""
"749;""NSCI"";""4.22×10^11"";""1"";""0"";"""""
"750;""NSCI"";""7.89×10^-2"";""1"";""0"";"""""
"751;""NSCI"";""1.4×10^4"";""1"";""0"";"""""
"752;""NSCI"";"".9×10^4"";""1"";""0"";""""",,
"753;""NSCI"";""4.34×10^-55"";""1"";""0"";""""",,
"754;""SPLT"";""Watch ITV3 live"";""3"";""1"";""""",,
"755;""SPLT"";""ITV3 TV Listings for the next 7 days"";""8"";""0"";""""",,
"756;""SPLT"";""ITV3 is an entertainment television channel in the United Kingdom that is owned by ITV Digital Channels"";""17"";""0"";""""",,
"757;""SPLT"";""BBC4 TV Listings for the next 7 days"";""8"";""0"";""""",,
"758;""SPLT"";""M5 partially closes causing huge tailbacks after horsebox overturns"";""9"";""0"";""""",,
"759;""SPLT"";""The 161.7 mile long M5 motorway links the West Midlands with the South West of England"";""16"";""4"";""""",,
"760;""SPLT"";""The A14 is a major road in England", running 127 miles (204 km) from the Port of Felixstowe," Suffolk to the Catthorpe Interchange at the junction of the M1"";""29"";""1"";"""""
"761;""SPLT"";""The A14 is a major road in England", running 127 miles (204 km) from the Port of Felixstowe," Suffolk to the Catthorpe Interchange at the junction of the M1"";""29"";""28"";"""""
"762;""SPLT"";""40ft lorry overturns on A14 roundabout at Felixstowe"";""8"";""0"";""""",,
"763;""SPLT"";""40ft lorry overturns on A14 roundabout at Felixstowe"";""8"";""4"";""""",,
"764;""SPLT"";""Access official Olympic photos", video clips," records and results for the top Speed skating medalists in the event 500m men"";""20"";""18"";"""""
"765;""SPLT"";""Swansea's £500m city centre regeneration bid approved"";""7"";""1"";""""",,
"766;""SPLT"";""Post-Brexit plan to spend £500m 'bringing back blue passports'"";""9"";""4"";""""",,
"767;""SPLT"";""Canoeing 500m"";""2"";""1"";""""",,
"768;""SPLT"";""Budget earmarks £500m for technical education"";""6"";""2"";""""",,,
"769;""SPLT"";""MI5's mission is to keep the country safe"";""8"";""0"";""""",,,
"770;""SPLT"";""The Security Service", also MI5," is the United Kingdom's domestic counter-intelligence and security agency and is part of its intelligence machinery alongside the Secret Intelligence Service"";""26"";""4"";""""",
"771;""SPLT"";""The official U2 website with all the latest news"";""9"";""2"";""""",,,
"772;""SPLT"";""The Lockheed U-2"," nicknamed \""Dragon Lady\""", is an American single-jet engine," ultra-high altitude reconnaissance aircraft operated by the United States Air Force"";""22"";""2"";"""""
"773;""SPLT"";""The newest models (TR-1", U-2R," U-2S) entered service in the 1980s"";""11"";""3"";""""",
"774;""SPLT"";""The newest models (TR-1", U-2R," U-2S) entered service in the 1980s"";""11"";""4"";""""",
"775;""SPLT"";""The newest models (TR-1", U-2R," U-2S) entered service in the 1980s"";""11"";""5"";""""",
"776;""SPLT"";""The British had already produced the PR3 photo-reconnaissance variant"," but the USAF asked for English Electric's help to further modify the Martin B-57"";""23"";""6"";""""",,
"777;""SPLT"";""The British had already produced the PR3 photo-reconnaissance variant"," but the USAF asked for English Electric's help to further modify the Martin B-57"";""23"";""22"";""""",,
"778;""SPLT"";""Johnson's design", named CL-282, was based on the Lockheed XF-104 with long," slender wings and a shortened fuselage."";""18"";""3"";"""""
"779;""SPLT"";""Johnson's design", named CL-282, was based on the Lockheed XF-104 with long," slender wings and a shortened fuselage."";""18"";""9"";"""""
"780;""SPLT"";""The design was powered by the General Electric J73 engine and took off from a special cart and landed on its belly"";""22"";""8"";""""",,,
"781;""SPLT"";""In June 1954"," the USAF rejected the design in favor of the Bell X-16 and the modified B-57"";""18"";""13"";""""",,
"782;""SPLT"";""In June 1954"," the USAF rejected the design in favor of the Bell X-16 and the modified B-57"";""18"";""17"";""""",,
"783;""SPLT"";""Reasons included the lack of landing gear"," use of the J73 engine instead of the more proven Pratt & Whitney J57"";""21"";""10"";""""",,
"784;""SPLT"";""Reasons included the lack of landing gear"," use of the J73 engine instead of the more proven Pratt & Whitney J57"";""21"";""20"";""""",
"785;""SPLT"";""Travel in style on our Stagecoach X5 service"";""8"";""6"";""""",,
"786;""SPLT"";""The BMW X5 is a mid-size luxury crossover SUV produced by BMW"";""12"";""2"";""""",,
"787;""SPLT"";""30Y are a Hungarian alternative rock band based in Pécs"," Hungary"";""11"";""0"";""""",
"788;""SPLT"";""Analysis & trends for US Generic Govt 30 Year Yield (USGG30YR)"";""11"";""10"";""""",,
"789;""SPLT"";""Join the thousands of Phones 4u customers now shopping with Carphone Warehouse"";""12"";""5"";""""",,
"790;""SPLT"";""Cheap flights with UK airline Jet2.com"";""6"";""5"";""""",,
"791;""SPLT"";""Allocated seating"," 22kg baggage allowance & great flight times"";""9"";""2"";""""",
"792;""SPLT"";""Cheap package holidays from just £60pp deposit"";""7"";""5"";""""",,
"793;""SPLT"";""Find all-inclusive & last minute cheap package holidays", ABTA and ATOL protected," at Jet2holidays"";""14"";""13"";"""""
"794;""SPLT"";""Jet2 reveals why it kicked hen party off flight over offensive t-shirts"";""12"";""0"";""""",,
"795;""SPLT"";""we begin operating a 327-seat Airbus A330 at Manchester Airport"";""10"";""6"";""""",,
"796;""SPLT"";""McLaren F1 team feels junior single-seater style hurt Vandoorne"";""9"";""1"";""""",,
"797;""SPLT"";""They managed to collect 40 cartons", weighing more than 1,"000kg of items which were then handed over to the Emirates Red Crescent."";""22"";""9"";"""""
"798;""SPLT"";""RUGBY players are hoping new shower controls will help them save 1000kg of carbon dioxide every year"";""17"";""11"";""""",,
"799;""SPLT"";""delivering packages weighing from 5kg to 15kg"";""7"";""4"";""""",,
"800;""SPLT"";""delivering packages weighing from 5kg to 15kg"";""7"";""6"";""""",,,
"801;""SPLT"";""In the size 56 the R5's head tube is 8mm shorter than the R3's"";""14"";""5"";""""",,,
"802;""SPLT"";""In the size 56 the R5's head tube is 8mm shorter than the R3's"";""14"";""9"";""""",,,
"803;""SPLT"";""In the size 56 the R5's head tube is 8mm shorter than the R3's"";""14"";""13"";""""",,,
"804;""PROF"";""D*mn", h*ll, sh*t," and f*ck are not what an anthropologist observing us would classify as 'taboo'"";""16"";""0"";"""""
"805;""PROF"";""D*mn", h*ll, sh*t," and f*ck are not what an anthropologist observing us would classify as 'taboo'"";""16"";""2"";"""""
"806;""PROF"";""D*mn", h*ll, sh*t," and f*ck are not what an anthropologist observing us would classify as 'taboo'"";""16"";""1"";"""""
"807;""PROF"";""D*mn", h*ll, sh*t," and f*ck are not what an anthropologist observing us would classify as 'taboo'"";""16"";""4"";"""""
"808;""PROF"";""a comprehensive volume that delineates the impressive history of the word f**k"";""12"";""11"";""""",,,
"809;""PROF"";""There are", he says," “a number of things going on with f*ck.”"";""12"";""11"";""""",
"810;""PROF"";""Most uses of f**k today are non-sexual"";""7"";""3"";""""",,,
"811;""PROF"";""There used to be a shock value in saying f*ck in public"";""12"";""9"";""""",,,
"812;""PROF"";""we shouldn’t expect f*ck to go the way of damn or bastard or quim anytime soon"";""16"";""3"";""""",,,
"813;""PROF"";""I think it’s going to be a long"," long time before we lose f*ck"";""14"";""13"";""""",,
"814;""PROF"";""The bad news for proponents of contemporary profanity is that f*ck may be an aberration of sorts when it comes to future staying power"";""24"";""10"";""""",,,
"815;""PROF"";""P*ssed is widely used"";""4"";""0"";""""",,,
"816;""PROF"";""Sh*t is used for all sorts of stuff—the sh*t hits the fan", in the sh*t, holy sh*t," and so on"";""20"";""0"";"""""
"817;""PROF"";""Sh*t is used for all sorts of stuff—the sh*t hits the fan", in the sh*t, holy sh*t," and so on"";""20"";""8"";"""""
"818;""PROF"";""Sh*t is used for all sorts of stuff—the sh*t hits the fan", in the sh*t, holy sh*t," and so on"";""20"";""14"";"""""
"819;""PROF"";""Sh*t is used for all sorts of stuff—the sh*t hits the fan", in the sh*t, holy sh*t," and so on"";""20"";""16"";"""""
"820;""PROF"";""These words and utterances", it seems," are tracing a path that is the opposite of the one currently being traversed by b*stard and goddamn and other classics of the cursing genre"";""31"";""21"";""""",
"821;""PROF"";""That is really f*cking good news."";""6"";""3"";""""",,,
"822;""PROF"";""Why the f*ck you gotta be using all that goddamned profanity all the time"," you piece of sh*t"";""18"";""2"";""""",,
"823;""PROF"";""Why the f*ck you gotta be using all that goddamned profanity all the time"," you piece of sh*t"";""18"";""17"";""""",,
"824;""PROF"";""Or you'll f*cking go to hell."";""6"";""2"";""""",,,
"825;""PROF"";""F**k you motherf*****r"";""3"";""0"";""""",,,
"826;""PROF"";""F**k you motherf*****r"";""3"";""2"";""""",,,
"827;""PROF"";""You made me f*****g rear f******g end you f*****g a*s"";""10"";""3"";""""",,,
"828;""PROF"";""You made me f*****g rear f******g end you f*****g a*s"";""10"";""5"";""""",,,
"829;""PROF"";""You made me f*****g rear f******g end you f*****g a*s"";""10"";""8"";""""",,,
"830;""PROF"";""You made me f*****g rear f******g end you f*****g a*s"";""10"";""9"";""""",,,
"831;""PROF"";""C**t a** b***h"";""3"";""0"";""""",,,
"832;""PROF"";""C**t a** b***h"";""3"";""1"";""""",,,,,,,,,,,
"833;""PROF"";""C**t a** b***h"";""3"";""2"";""""",,,,,,,,,,,
"834;""PROF"";""Jesse Sheidlower’s The F-Word", an OED-style treatment of f*ck that was first published in 1995, has gone into its third edition, ringing ever more changes—artf*ck, bearf*ck, f*ck the deck, f*ckbag, f*ckwad, horsef*ck, sportf*ck, Dutch f*ck," unf*ck—on that venerable theme."";""39"";""8"";"""""
"835;""PROF"";""Jesse Sheidlower’s The F-Word", an OED-style treatment of f*ck that was first published in 1995, has gone into its third edition, ringing ever more changes—artf*ck, bearf*ck, f*ck the deck, f*ckbag, f*ckwad, horsef*ck, sportf*ck, Dutch f*ck," unf*ck—on that venerable theme."";""39"";""24"";"""""
"836;""PROF"";""Jesse Sheidlower’s The F-Word", an OED-style treatment of f*ck that was first published in 1995, has gone into its third edition, ringing ever more changes—artf*ck, bearf*ck, f*ck the deck, f*ckbag, f*ckwad, horsef*ck, sportf*ck, Dutch f*ck," unf*ck—on that venerable theme."";""39"";""25"";"""""
"837;""PROF"";""Jesse Sheidlower’s The F-Word", an OED-style treatment of f*ck that was first published in 1995, has gone into its third edition, ringing ever more changes—artf*ck, bearf*ck, f*ck the deck, f*ckbag, f*ckwad, horsef*ck, sportf*ck, Dutch f*ck," unf*ck—on that venerable theme."";""39"";""26"";"""""
"838;""PROF"";""Jesse Sheidlower’s The F-Word", an OED-style treatment of f*ck that was first published in 1995, has gone into its third edition, ringing ever more changes—artf*ck, bearf*ck, f*ck the deck, f*ckbag, f*ckwad, horsef*ck, sportf*ck, Dutch f*ck," unf*ck—on that venerable theme."";""39"";""29"";"""""
"839;""PROF"";""Jesse Sheidlower’s The F-Word", an OED-style treatment of f*ck that was first published in 1995, has gone into its third edition, ringing ever more changes—artf*ck, bearf*ck, f*ck the deck, f*ckbag, f*ckwad, horsef*ck, sportf*ck, Dutch f*ck," unf*ck—on that venerable theme."";""39"";""30"";"""""
"840;""PROF"";""Jesse Sheidlower’s The F-Word", an OED-style treatment of f*ck that was first published in 1995, has gone into its third edition, ringing ever more changes—artf*ck, bearf*ck, f*ck the deck, f*ckbag, f*ckwad, horsef*ck, sportf*ck, Dutch f*ck," unf*ck—on that venerable theme."";""39"";""31"";"""""
"841;""PROF"";""Jesse Sheidlower’s The F-Word", an OED-style treatment of f*ck that was first published in 1995, has gone into its third edition, ringing ever more changes—artf*ck, bearf*ck, f*ck the deck, f*ckbag, f*ckwad, horsef*ck, sportf*ck, Dutch f*ck," unf*ck—on that venerable theme."";""39"";""32"";"""""
"842;""PROF"";""Jesse Sheidlower’s The F-Word", an OED-style treatment of f*ck that was first published in 1995, has gone into its third edition, ringing ever more changes—artf*ck, bearf*ck, f*ck the deck, f*ckbag, f*ckwad, horsef*ck, sportf*ck, Dutch f*ck," unf*ck—on that venerable theme."";""39"";""34"";"""""
"843;""PROF"";""Jesse Sheidlower’s The F-Word", an OED-style treatment of f*ck that was first published in 1995, has gone into its third edition, ringing ever more changes—artf*ck, bearf*ck, f*ck the deck, f*ckbag, f*ckwad, horsef*ck, sportf*ck, Dutch f*ck," unf*ck—on that venerable theme."";""39"";""35"";"""""
"844;""PROF"";""Holy Sh*t: A Brief History of Swearing"";""7"";""1"";""""",,,,,,,,,,,
"845;""PROF"";""I came here and f*cked"," then went home"";""8"";""4"";""""",,,,,,,,,,
"846;""PROF"";""Sheidlower says f*ck probably entered English in the fifteenth century"";""10"";""2"";""""",,,,,,,,,,,
"847;""PROF"";""For a long time f*ck was not considered especially vile"";""10"";""4"";""""",,,,,,,,,,,
"848;""PROF"";""C**t", too," was once an ordinary word"";""7"";""0"";""""",,,,,,,
"849;""PROF"";""in women the neck of the bladder is short and is made fast to the c**t"";""16"";""15"";""""",,,,,,,,,
"850;""PROF"";""Criminy", crikey, cripes, gee, jeez, bejesus, geez Louise, gee willikers, jiminy," and jeepers creepers are all to Christ and Jesus what frigging is to f**king"";""25"";""24"";"""""
"851;""PROF"";""Compare piss with pee"," c**t with pussy"";""7"";""4"";""""",,,,,,,,
"852;""PROF"";""F**k is what you need", the more so, Adams says," because it doesn’t just express an emotion; it states a philosophical truth"";""22"";""0"";""""",,,,,,
"853;""PROF"";""But such considerations seem too tender to apply to the ubiquity of f*ck and motherfucker among soldiers and workmen"";""19"";""12"";""""",,,,,,,,,
"854;""URL"";""https://www.nybooks.com/articles/2017/02/09/f-ing-around/"";""1"";""0"";""""",,,,,,,,,
"855;""URL"";""for more information about financial protection and the ATOL Certificate go to: www.atol.org.uk/ATOLCertificate."";""13"";""12"";""""",,,,,,,,,
"856;""URL"";""go to: www.caa.co.uk/atol-protection/"";""3"";""2"";""""",,,,,,,,,
"857;""URL"";""See http://nmap.org/nsedoc/scripts/http-methods.html"";""2"";""1"";""""",,,,,,,,,
"858;""URL"";""See http://www.mcs.anl.gov/petsc/documentation/faq.html"";""2"";""1"";""""",,,,,,,,,
"859;""URL"";""Please see http://wiki.qemu.org/Contribute/SubmitAPatch for how to submit changes to QEMU"";""10"";""2"";""""",,,,,,,,,
"860;""URL"";""The general format of an email address is local-part@domain"," and a specific example is jsmith@example.com"";""15"";""8"";""""",,,,,,,,
"861;""URL"";""The general format of an email address is local-part@domain"," and a specific example is jsmith@example.com"";""15"";""14"";""""",,,,,,,,
"862;""URL"";""I prefer companyname@domain.com"";""3"";""2"";""""",,,,,,,,,
"863;""URL"";""Email: info@cambridgelibdems.org.uk"";""2"";""1"";""""",,,,,,,,,
"864;""URL"";""Please send comments"," corrections and/or suggestions to coreweb@admin.cam.ac.uk."";""8"";""7"";""""",,
"865;""URL"";""Email queries about undergraduate admissions or courses should go either to the college concerned or to admissions@cam.ac.uk"";""17"";""16"";""""",,,
"866;""URL"";""Email queries about graduate admissions should go either to the college concerned or to graduate.admissions@admin.cam.ac.uk"";""15"";""14"";""""",,,
"867;""URL"";""Press should consult the page http://www.admin.cam.ac.uk/news/contact.html for access to information"";""10"";""5"";""""",,,
"868;""URL"";""Press Bookshop", 1 Trinity Street, Cambridge," CB2 1SZ (bookshop@cambridge.org)"";""9"";""8"";"""""
"869;""URL"";""University Information Services (UIS) has web pages at http://www.uis.cam.ac.uk"";""9"";""8"";""""",,,
"870;""URL"";""Enquiries to webmaster@uis.cam.ac.uk"";""3"";""2"";""""",,,
"871;""URL"";""Questions and support about Computing facilities to service-desk@uis.cam.ac.uk."";""8"";""7"";""""",,,
"872;""URL"";""To report computer security problems originating from within cam.ac.uk see the information http://www.uis.cam.ac.uk/security-reporting"";""13"";""12"";""""",,,
"873;""URL"";""Information about Cambridge Computer Emergency Response Team is at http://www.uis.cam.ac.uk/cert"";""10"";""9"";""""",,,
"874;""URL"";""The UIS Service Desk: service-desk@uis.cam.ac.uk"";""5"";""4"";""""",,,
"875;""URL"";""Telephone Help Desk: helpdesk@phone.cam.ac.uk"";""4"";""3"";""""",,,
"876;""URL"";""CamCors: help@camcors.cam.ac.uk"";""2"";""1"";""""",,,
"877;""URL"";""CamSIS: camsishelp@admin.cam.ac.uk"";""2"";""1"";""""",,,
"878;""URL"";""see also http://www.camsis.cam.ac.uk/cam-only/helpdesk"";""3"";""2"";""""",,,
"879;""URL"";""CamTools: camtoolshelp@admin.cam.ac.uk"";""2"";""1"";""""",,,
"880;""URL"";""CHRIS: chrishelpdesk@admin.cam.ac.uk"";""2"";""1"";""""",,
"881;""URL"";""CSRS (formerly CamGrad): csrs.help@admin.cam.ac.uk"";""4"";""3"";""""",,
